District,Constituency,Name,Political Party,Votes
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),SEMAMBYA ALVIN,INDEPENDENT,1
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),ODOI BERNARD ONEN MUTUSA,NRM,967
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),BALUNYWA ALIZA SUMAYA,INDEPENDENT,448
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),AJEGO JACKLINE,INDEPENDENT,208
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),WANYAMA JUDAS THADEO,INDEPENDENT,105
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),ONGWEN ALFRED,INDEPENDENT,11
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (EASTERN REGION),NABUYANDA JOHN SOLOMON,INDEPENDENT,1
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),OKOT BONIFACE HENRY,NRM,1280
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),YOUNG BONIFACE,NUP,104
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),OBAL DANIEL,INDEPENDENT,75
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),OCAYA KELVIN,ANT,10
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (NORTHERN REGION),ODERO PATRICK,FDC,3
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),RUGUMAYO EDSON,NRM,1419
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),TURWOMWE ARNOLD PATRICK,INDEPENDENT,402
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),MURAMUZI EDWIN,INDEPENDENT,41
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),KAINOMUGISHA ADIOS,FDC,26
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),KAMUKAMA JAMES,NUP,3
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (WESTERN REGION),KATO PAUL,INDEPENDENT,0
CATEGORY:            Older Persons Representative,,,,
,FEMALE MEMBER OF PARLIAMENT REPRESESNTING OLDER,WAAKO JOY PEGGY,NRM,645
,FEMALE MEMBER OF PARLIAMENT REPRESESNTING OLDER,MATEMBE MIRIA RUKOZA KOBURUNGA,INDEPENDENT,56
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),BUSINGYE PENINAH KABINGANI,NRM,113
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),KIWANUKA AALIMA NAMAKULA,INDEPENDENT,9
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),NALUYIMA CLAUDIA,INDEPENDENT,8
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),BABU EDWARD FRANCIS,INDEPENDENT,3
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (CENTRAL REGION),MAYENGO ISREAL,INDEPENDENT,1
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (EASTERN REGION),GIDUDU MAFWABI DOMINIC,NRM,
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,AKUMU CATHERINE MAVENJINA,NRM,154
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,ORYEM JOHNSON,INDEPENDENT,7
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (NORTHERN,ALELE PEDRO ECHEL,FDC,2
,MEMBER OF PARLIAMENT REPRESENTING OLDER PERSONS (WESTERN,,NRM,
